year,month,url,data_dict
2021,12,https://www2.census.gov/programs-surveys/cps/datasets/2021/basic/dec21pub.zip,202101
2021,11,https://www2.census.gov/programs-surveys/cps/datasets/2021/basic/nov21pub.zip,202101
2021,10,https://www2.census.gov/programs-surveys/cps/datasets/2021/basic/oct21pub.zip,202101
2021,9,https://www2.census.gov/programs-surveys/cps/datasets/2021/basic/sep21pub.zip,202101
2021,8,https://www2.census.gov/programs-surveys/cps/datasets/2021/basic/aug21pub.zip,202101
2021,7,https://www2.census.gov/programs-surveys/cps/datasets/2021/basic/jul21pub.zip,202101
2021,6,https://www2.census.gov/programs-surveys/cps/datasets/2021/basic/jun21pub.zip,202101
2021,5,https://www2.census.gov/programs-surveys/cps/datasets/2021/basic/may21pub.zip,202101
2021,4,https://www2.census.gov/programs-surveys/cps/datasets/2021/basic/apr21pub.zip,202101
2021,3,https://www2.census.gov/programs-surveys/cps/datasets/2021/basic/mar21pub.zip,202101
2021,2,https://www2.census.gov/programs-surveys/cps/datasets/2021/basic/feb21pub.zip,202101
2021,1,https://www2.census.gov/programs-surveys/cps/datasets/2021/basic/jan21pub.zip,202101
2020,12,https://www2.census.gov/programs-surveys/cps/datasets/2020/basic/dec20pub.zip,202001
2020,11,https://www2.census.gov/programs-surveys/cps/datasets/2020/basic/nov20pub.zip,202001
2020,10,https://www2.census.gov/programs-surveys/cps/datasets/2020/basic/oct20pub.zip,202001
2020,9,https://www2.census.gov/programs-surveys/cps/datasets/2020/basic/sep20pub.zip,202001
2020,8,https://www2.census.gov/programs-surveys/cps/datasets/2020/basic/aug20pub.zip,202001
2020,7,https://www2.census.gov/programs-surveys/cps/datasets/2020/basic/jul20pub.zip,202001
2020,6,https://www2.census.gov/programs-surveys/cps/datasets/2020/basic/jun20pub.zip,202001
2020,5,https://www2.census.gov/programs-surveys/cps/datasets/2020/basic/may20pub.zip,202001
2020,4,https://www2.census.gov/programs-surveys/cps/datasets/2020/basic/apr20pub.zip,202001
2020,3,https://www2.census.gov/programs-surveys/cps/datasets/2020/basic/mar20pub.zip,202001
2020,2,https://www2.census.gov/programs-surveys/cps/datasets/2020/basic/feb20pub.zip,202001
2020,1,https://www2.census.gov/programs-surveys/cps/datasets/2020/basic/jan20pub.zip,202001
2019,12,https://www2.census.gov/programs-surveys/cps/datasets/2019/basic/dec19pub.zip,201701
2019,11,https://www2.census.gov/programs-surveys/cps/datasets/2019/basic/nov19pub.zip,201701
2019,10,https://www2.census.gov/programs-surveys/cps/datasets/2019/basic/oct19pub.zip,201701
2019,9,https://www2.census.gov/programs-surveys/cps/datasets/2019/basic/sep19pub.zip,201701
2019,8,https://www2.census.gov/programs-surveys/cps/datasets/2019/basic/aug19pub.zip,201701
2019,7,https://www2.census.gov/programs-surveys/cps/datasets/2019/basic/jul19pub.zip,201701
2019,6,https://www2.census.gov/programs-surveys/cps/datasets/2019/basic/jun19pub.zip,201701
2019,5,https://www2.census.gov/programs-surveys/cps/datasets/2019/basic/may19pub.zip,201701
2019,4,https://www2.census.gov/programs-surveys/cps/datasets/2019/basic/apr19pub.zip,201701
2019,3,https://www2.census.gov/programs-surveys/cps/datasets/2019/basic/mar19pub.zip,201701
2019,2,https://www2.census.gov/programs-surveys/cps/datasets/2019/basic/feb19pub.zip,201701
2019,1,https://www2.census.gov/programs-surveys/cps/datasets/2019/basic/jan19pub.zip,201701
2018,12,https://www2.census.gov/programs-surveys/cps/datasets/2018/basic/dec18pub.zip,201701
2018,11,https://www2.census.gov/programs-surveys/cps/datasets/2018/basic/nov18pub.zip,201701
2018,10,https://www2.census.gov/programs-surveys/cps/datasets/2018/basic/oct18pub.zip,201701
2018,9,https://www2.census.gov/programs-surveys/cps/datasets/2018/basic/sep18pub.zip,201701
2018,8,https://www2.census.gov/programs-surveys/cps/datasets/2018/basic/aug18pub.zip,201701
2018,7,https://www2.census.gov/programs-surveys/cps/datasets/2018/basic/jul18pub.zip,201701
2018,6,https://www2.census.gov/programs-surveys/cps/datasets/2018/basic/jun18pub.zip,201701
2018,5,https://www2.census.gov/programs-surveys/cps/datasets/2018/basic/may18pub.zip,201701
2018,4,https://www2.census.gov/programs-surveys/cps/datasets/2018/basic/apr18pub.zip,201701
2018,3,https://www2.census.gov/programs-surveys/cps/datasets/2018/basic/mar18pub.zip,201701
2018,2,https://www2.census.gov/programs-surveys/cps/datasets/2018/basic/feb18pub.zip,201701
2018,1,https://www2.census.gov/programs-surveys/cps/datasets/2018/basic/jan18pub.zip,201701
2017,12,https://www2.census.gov/programs-surveys/cps/datasets/2017/basic/dec17pub.zip,201701
2017,11,https://www2.census.gov/programs-surveys/cps/datasets/2017/basic/nov17pub.zip,201701
2017,10,https://www2.census.gov/programs-surveys/cps/datasets/2017/basic/oct17pub.zip,201701
2017,9,https://www2.census.gov/programs-surveys/cps/datasets/2017/basic/sep17pub.zip,201701
2017,8,https://www2.census.gov/programs-surveys/cps/datasets/2017/basic/aug17pub.zip,201701
2017,7,https://www2.census.gov/programs-surveys/cps/datasets/2017/basic/jul17pub.zip,201701
2017,6,https://www2.census.gov/programs-surveys/cps/datasets/2017/basic/jun17pub.zip,201701
2017,5,https://www2.census.gov/programs-surveys/cps/datasets/2017/basic/may17pub.zip,201701
2017,4,https://www2.census.gov/programs-surveys/cps/datasets/2017/basic/apr17pub.zip,201701
2017,3,https://www2.census.gov/programs-surveys/cps/datasets/2017/basic/mar17pub.zip,201701
2017,2,https://www2.census.gov/programs-surveys/cps/datasets/2017/basic/feb17pub.zip,201701
2017,1,https://www2.census.gov/programs-surveys/cps/datasets/2017/basic/jan17pub.zip,201701
2016,12,https://www2.census.gov/programs-surveys/cps/datasets/2016/basic/dec16pub.zip,201501
2016,11,https://www2.census.gov/programs-surveys/cps/datasets/2016/basic/nov16pub.zip,201501
2016,10,https://www2.census.gov/programs-surveys/cps/datasets/2016/basic/oct16pub.zip,201501
2016,9,https://www2.census.gov/programs-surveys/cps/datasets/2016/basic/sep16pub.zip,201501
2016,8,https://www2.census.gov/programs-surveys/cps/datasets/2016/basic/aug16pub.zip,201501
2016,7,https://www2.census.gov/programs-surveys/cps/datasets/2016/basic/jul16pub.zip,201501
2016,6,https://www2.census.gov/programs-surveys/cps/datasets/2016/basic/jun16pub.zip,201501
2016,5,https://www2.census.gov/programs-surveys/cps/datasets/2016/basic/may16pub.zip,201501
2016,4,https://www2.census.gov/programs-surveys/cps/datasets/2016/basic/apr16pub.zip,201501
2016,3,https://www2.census.gov/programs-surveys/cps/datasets/2016/basic/mar16pub.zip,201501
2016,2,https://www2.census.gov/programs-surveys/cps/datasets/2016/basic/feb16pub.zip,201501
2016,1,https://www2.census.gov/programs-surveys/cps/datasets/2016/basic/jan16pub.zip,201501
2015,12,https://www2.census.gov/programs-surveys/cps/datasets/2015/basic/dec15pub.zip,201501
2015,11,https://www2.census.gov/programs-surveys/cps/datasets/2015/basic/nov15pub.zip,201501
2015,10,https://www2.census.gov/programs-surveys/cps/datasets/2015/basic/oct15pub.zip,201501
2015,9,https://www2.census.gov/programs-surveys/cps/datasets/2015/basic/sep15pub.zip,201501
2015,8,https://www2.census.gov/programs-surveys/cps/datasets/2015/basic/aug15pub.zip,201501
2015,7,https://www2.census.gov/programs-surveys/cps/datasets/2015/basic/jul15pub.zip,201501
2015,6,https://www2.census.gov/programs-surveys/cps/datasets/2015/basic/jun15pub.zip,201501
2015,5,https://www2.census.gov/programs-surveys/cps/datasets/2015/basic/may15pub.zip,201501
2015,4,https://www2.census.gov/programs-surveys/cps/datasets/2015/basic/apr15pub.zip,201501
2015,3,https://www2.census.gov/programs-surveys/cps/datasets/2015/basic/mar15pub.zip,201501
2015,2,https://www2.census.gov/programs-surveys/cps/datasets/2015/basic/feb15pub.zip,201501
2015,1,https://www2.census.gov/programs-surveys/cps/datasets/2015/basic/jan15pub.zip,201501
2014,12,https://www2.census.gov/programs-surveys/cps/datasets/2014/basic/dec14pub.zip,201401
2014,11,https://www2.census.gov/programs-surveys/cps/datasets/2014/basic/nov14pub.zip,201401
2014,10,https://www2.census.gov/programs-surveys/cps/datasets/2014/basic/oct14pub.zip,201401
2014,9,https://www2.census.gov/programs-surveys/cps/datasets/2014/basic/sep14pub.zip,201401
2014,8,https://www2.census.gov/programs-surveys/cps/datasets/2014/basic/aug14pub.zip,201401
2014,7,https://www2.census.gov/programs-surveys/cps/datasets/2014/basic/jul14pub.zip,201401
2014,6,https://www2.census.gov/programs-surveys/cps/datasets/2014/basic/jun14pub.zip,201401
2014,5,https://www2.census.gov/programs-surveys/cps/datasets/2014/basic/may14pub.zip,201401
2014,4,https://www2.census.gov/programs-surveys/cps/datasets/2014/basic/apr14pub.zip,201401
2014,3,https://www2.census.gov/programs-surveys/cps/datasets/2014/basic/mar14pub.zip,201401
2014,2,https://www2.census.gov/programs-surveys/cps/datasets/2014/basic/feb14pub.zip,201401
2014,1,https://www2.census.gov/programs-surveys/cps/datasets/2014/basic/jan14pub.zip,201401
2013,12,https://www2.census.gov/programs-surveys/cps/datasets/2013/basic/dec13pub.zip,201301
2013,11,https://www2.census.gov/programs-surveys/cps/datasets/2013/basic/nov13pub.zip,201301
2013,10,https://www2.census.gov/programs-surveys/cps/datasets/2013/basic/oct13pub.zip,201301
2013,9,https://www2.census.gov/programs-surveys/cps/datasets/2013/basic/sep13pub.zip,201301
2013,8,https://www2.census.gov/programs-surveys/cps/datasets/2013/basic/aug13pub.zip,201301
2013,7,https://www2.census.gov/programs-surveys/cps/datasets/2013/basic/jul13pub.zip,201301
2013,6,https://www2.census.gov/programs-surveys/cps/datasets/2013/basic/jun13pub.zip,201301
2013,5,https://www2.census.gov/programs-surveys/cps/datasets/2013/basic/may13pub.zip,201301
2013,4,https://www2.census.gov/programs-surveys/cps/datasets/2013/basic/apr13pub.zip,201301
2013,3,https://www2.census.gov/programs-surveys/cps/datasets/2013/basic/mar13pub.zip,201301
2013,2,https://www2.census.gov/programs-surveys/cps/datasets/2013/basic/feb13pub.zip,201301
2013,1,https://www2.census.gov/programs-surveys/cps/datasets/2013/basic/jan13pub.zip,201301
2012,12,https://www2.census.gov/programs-surveys/cps/datasets/2012/basic/dec12pub.zip,201205
2012,11,https://www2.census.gov/programs-surveys/cps/datasets/2012/basic/nov12pub.zip,201205
2012,10,https://www2.census.gov/programs-surveys/cps/datasets/2012/basic/oct12pub.zip,201205
2012,9,https://www2.census.gov/programs-surveys/cps/datasets/2012/basic/sep12pub.zip,201205
2012,8,https://www2.census.gov/programs-surveys/cps/datasets/2012/basic/aug12pub.zip,201205
2012,7,https://www2.census.gov/programs-surveys/cps/datasets/2012/basic/jul12pub.zip,201205
2012,6,https://www2.census.gov/programs-surveys/cps/datasets/2012/basic/jun12pub.zip,201205
2012,5,https://www2.census.gov/programs-surveys/cps/datasets/2012/basic/may12pub.zip,201205
2012,4,https://www2.census.gov/programs-surveys/cps/datasets/2012/basic/apr12pub.zip,201001
2012,3,https://www2.census.gov/programs-surveys/cps/datasets/2012/basic/mar12pub.zip,201001
2012,2,https://www2.census.gov/programs-surveys/cps/datasets/2012/basic/feb12pub.zip,201001
2012,1,https://www2.census.gov/programs-surveys/cps/datasets/2012/basic/jan12pub.zip,201001
2011,12,https://www2.census.gov/programs-surveys/cps/datasets/2011/basic/dec11pub.zip,201001
2011,11,https://www2.census.gov/programs-surveys/cps/datasets/2011/basic/nov11pub.zip,201001
2011,10,https://www2.census.gov/programs-surveys/cps/datasets/2011/basic/oct11pub.zip,201001
2011,9,https://www2.census.gov/programs-surveys/cps/datasets/2011/basic/sep11pub.zip,201001
2011,8,https://www2.census.gov/programs-surveys/cps/datasets/2011/basic/aug11pub.zip,201001
2011,7,https://www2.census.gov/programs-surveys/cps/datasets/2011/basic/jul11pub.zip,201001
2011,6,https://www2.census.gov/programs-surveys/cps/datasets/2011/basic/jun11pub.zip,201001
2011,5,https://www2.census.gov/programs-surveys/cps/datasets/2011/basic/may11pub.zip,201001
2011,4,https://www2.census.gov/programs-surveys/cps/datasets/2011/basic/apr11pub.zip,201001
2011,3,https://www2.census.gov/programs-surveys/cps/datasets/2011/basic/mar11pub.zip,201001
2011,2,https://www2.census.gov/programs-surveys/cps/datasets/2011/basic/feb11pub.zip,201001
2011,1,https://www2.census.gov/programs-surveys/cps/datasets/2011/basic/jan11pub.zip,201001
2010,12,https://www2.census.gov/programs-surveys/cps/datasets/2010/basic/dec10pub.zip,201001
2010,11,https://www2.census.gov/programs-surveys/cps/datasets/2010/basic/nov10pub.zip,201001
2010,10,https://www2.census.gov/programs-surveys/cps/datasets/2010/basic/oct10pub.zip,201001
2010,9,https://www2.census.gov/programs-surveys/cps/datasets/2010/basic/sep10pub.zip,201001
2010,8,https://www2.census.gov/programs-surveys/cps/datasets/2010/basic/aug10pub.zip,201001
2010,7,https://www2.census.gov/programs-surveys/cps/datasets/2010/basic/jul10pub.zip,201001
2010,6,https://www2.census.gov/programs-surveys/cps/datasets/2010/basic/jun10pub.zip,201001
2010,5,https://www2.census.gov/programs-surveys/cps/datasets/2010/basic/may10pub.zip,201001
2010,4,https://www2.census.gov/programs-surveys/cps/datasets/2010/basic/apr10pub.zip,201001
2010,3,https://www2.census.gov/programs-surveys/cps/datasets/2010/basic/mar10pub.zip,201001
2010,2,https://www2.census.gov/programs-surveys/cps/datasets/2010/basic/feb10pub.zip,201001
2010,1,https://www2.census.gov/programs-surveys/cps/datasets/2010/basic/jan10pub.zip,201001
2009,12,https://www2.census.gov/programs-surveys/cps/datasets/2009/basic/dec09pub.zip,200901
2009,11,https://www2.census.gov/programs-surveys/cps/datasets/2009/basic/nov09pub.zip,200901
2009,10,https://www2.census.gov/programs-surveys/cps/datasets/2009/basic/oct09pub.zip,200901
2009,9,https://www2.census.gov/programs-surveys/cps/datasets/2009/basic/sep09pub.zip,200901
2009,8,https://www2.census.gov/programs-surveys/cps/datasets/2009/basic/aug09pub.zip,200901
2009,7,https://www2.census.gov/programs-surveys/cps/datasets/2009/basic/jul09pub.zip,200901
2009,6,https://www2.census.gov/programs-surveys/cps/datasets/2009/basic/jun09pub.zip,200901
2009,5,https://www2.census.gov/programs-surveys/cps/datasets/2009/basic/may09pub.zip,200901
2009,4,https://www2.census.gov/programs-surveys/cps/datasets/2009/basic/apr09pub.zip,200901
2009,3,https://www2.census.gov/programs-surveys/cps/datasets/2009/basic/mar09pub.zip,200901
2009,2,https://www2.census.gov/programs-surveys/cps/datasets/2009/basic/feb09pub.zip,200901
2009,1,https://www2.census.gov/programs-surveys/cps/datasets/2009/basic/jan09pub.zip,200901
2008,12,https://www2.census.gov/programs-surveys/cps/datasets/2008/basic/dec08pub.zip,200701
2008,11,https://www2.census.gov/programs-surveys/cps/datasets/2008/basic/nov08pub.zip,200701
2008,10,https://www2.census.gov/programs-surveys/cps/datasets/2008/basic/oct08pub.zip,200701
2008,9,https://www2.census.gov/programs-surveys/cps/datasets/2008/basic/sep08pub.zip,200701
2008,8,https://www2.census.gov/programs-surveys/cps/datasets/2008/basic/aug08pub.zip,200701
2008,7,https://www2.census.gov/programs-surveys/cps/datasets/2008/basic/jul08pub.zip,200701
2008,6,https://www2.census.gov/programs-surveys/cps/datasets/2008/basic/jun08pub.zip,200701
2008,5,https://www2.census.gov/programs-surveys/cps/datasets/2008/basic/may08pub.zip,200701
2008,4,https://www2.census.gov/programs-surveys/cps/datasets/2008/basic/apr08pub.zip,200701
2008,3,https://www2.census.gov/programs-surveys/cps/datasets/2008/basic/mar08pub.zip,200701
2008,2,https://www2.census.gov/programs-surveys/cps/datasets/2008/basic/feb08pub.zip,200701
2008,1,https://www2.census.gov/programs-surveys/cps/datasets/2008/basic/jan08pub.zip,200701
2007,12,https://www2.census.gov/programs-surveys/cps/datasets/2007/basic/dec07pub.zip,200701
2007,11,https://www2.census.gov/programs-surveys/cps/datasets/2007/basic/nov07pub.zip,200701
2007,10,https://www2.census.gov/programs-surveys/cps/datasets/2007/basic/oct07pub.zip,200701
2007,9,https://www2.census.gov/programs-surveys/cps/datasets/2007/basic/sep07pub.zip,200701
2007,8,https://www2.census.gov/programs-surveys/cps/datasets/2007/basic/aug07pub.zip,200701
2007,7,https://www2.census.gov/programs-surveys/cps/datasets/2007/basic/jul07pub.zip,200701
2007,6,https://www2.census.gov/programs-surveys/cps/datasets/2007/basic/jun07pub.zip,200701
2007,5,https://www2.census.gov/programs-surveys/cps/datasets/2007/basic/may07pub.zip,200701
2007,4,https://www2.census.gov/programs-surveys/cps/datasets/2007/basic/apr07pub.zip,200701
2007,3,https://www2.census.gov/programs-surveys/cps/datasets/2007/basic/mar07pub.zip,200701
2007,2,https://www2.census.gov/programs-surveys/cps/datasets/2007/basic/feb07pub.zip,200701
2007,1,https://www2.census.gov/programs-surveys/cps/datasets/2007/basic/jan07pub.zip,200701
